"RK","PLAYER NAME",TEAM,"POS","OPP","MATCHUP "
"62","Quinshon Judkins",CLE,"RB17","at NYJ","4 out of 5 stars"
"63","Kimani Vidal",LAC,"RB18","vs. PIT","3 out of 5 stars"
"64","Deebo Samuel Sr.",WAS,"WR19","vs. DET","4 out of 5 stars"
"65","Marvin Harrison Jr.",ARI,"WR20","at SEA","3 out of 5 stars"
"66","DJ Moore",CHI,"WR21","vs. NYG","3 out of 5 stars"
"67","Wan'Dale Robinson",NYG,"WR22","at CHI","4 out of 5 stars"
"68","Geno Smith",LV,"QB26","at DEN","1 out of 5 stars"
"69","Chris Olave",NO,"WR23","at CAR","2 out of 5 stars"
"70","Keenan Allen",LAC,"WR24","vs. PIT","2 out of 5 stars"
""
"71","Tyler Warren",IND,"TE3","vs. ATL","1 out of 5 stars"
"72","Brian Thomas Jr.",JAC,"WR25","at HOU","2 out of 5 stars"
"73","TreVeyon Henderson",NE,"RB19","at TB","4 out of 5 stars"
"74","Travis Etienne Jr.",JAC,"RB20","at HOU","4 out of 5 stars"
"75","Oronde Gadsden II",LAC,"TE4","vs. PIT","3 out of 5 stars"
"76","Tetairoa McMillan",CAR,"WR26","vs. NO","4 out of 5 stars"
"77","Quentin Johnston",LAC,"WR27","vs. PIT","2 out of 5 stars"
"78","DK Metcalf",PIT,"WR28","at LAC","3 out of 5 stars"
"79","George Kittle",SF,"TE5","vs. LAR","2 out of 5 stars"
"80","Jordan Addison",MIN,"WR29","vs. BAL","4 out of 5 stars"
"81","Tyrone Tracy Jr.",NYG,"RB21","at CHI","3 out of 5 stars"
"82","Sam LaPorta",DET,"TE6","at WAS","4 out of 5 stars"
"83","D'Andre Swift",CHI,"RB22","vs. NYG","4 out of 5 stars"
"84","RJ Harvey",DEN,"RB23","vs. LV","3 out of 5 stars"
"85","Khalil Shakir",BUF,"WR30","at MIA","4 out of 5 stars"
"86","Jameson Williams",DET,"WR31","at WAS","4 out of 5 stars"
"87","Romeo Doubs",GB,"WR32","vs. PHI","2 out of 5 stars"
"88","Mac Jones",SF,"QB27","vs. LAR","3 out of 5 stars"
"89","Jauan Jennings",SF,"WR33","vs. LAR","4 out of 5 stars"
"90","David Montgomery",DET,"RB24","at WAS","3 out of 5 stars"
"91","Dalton Kincaid",BUF,"TE7","at MIA","3 out of 5 stars"
"92","Parker Washington",JAC,"WR34","at HOU","2 out of 5 stars"
"93","Kenneth Walker III",SEA,"RB25","vs. ARI","3 out of 5 stars"
"94","Dallas Goedert",PHI,"TE8","at GB","3 out of 5 stars"
"95","Tez Johnson",TB,"WR35","vs. NE","4 out of 5 stars"
"96","Troy Franklin",DEN,"WR36","vs. LV","2 out of 5 stars"
"97","Josh Downs",IND,"WR37","vs. ATL","4 out of 5 stars"
"98","Tyler Shough",NO,"QB28","at CAR","3 out of 5 stars"
"99","Colston Loveland",CHI,"TE9","vs. NYG","2 out of 5 stars"
"100","Kyle Monangai",CHI,"RB26","vs. NYG","4 out of 5 stars"
"101","Aaron Jones Sr.",MIN,"RB27","vs. BAL","4 out of 5 stars"
"102","Alec Pierce",IND,"WR38","vs. ATL","4 out of 5 stars"
"103","Rashid Shaheed",NO,"WR39","at CAR","2 out of 5 stars"
"104","Zach Charbonnet",SEA,"RB28","vs. ARI","3 out of 5 stars"
"105","Harold Fannin Jr.",CLE,"TE10","at NYJ","3 out of 5 stars"
"106","Kyle Pitts Sr.",ATL,"TE11","at IND","4 out of 5 stars"
"107","Alvin Kamara",NO,"RB29","at CAR","4 out of 5 stars"
"108","Jakobi Meyers",LV,"WR40","at DEN","2 out of 5 stars"
"109","Zach Ertz",WAS,"TE12","vs. DET","3 out of 5 stars"
"110","Christian Watson",GB,"WR41","vs. PHI","2 out of 5 stars"
"111","Tre Tucker",LV,"WR42","at DEN","2 out of 5 stars"
"112","DeMario Douglas",NE,"WR43","at TB","2 out of 5 stars"
"113","Tory Horton",SEA,"WR44","vs. ARI","2 out of 5 stars"
"114","Olamide Zaccheaus",CHI,"WR45","vs. NYG","3 out of 5 stars"
"115","Darius Slayton",NYG,"WR46","at CHI","4 out of 5 stars"
"116","Theo Johnson",NYG,"TE13","at CHI","3 out of 5 stars"
"117","Hunter Henry",NE,"TE14","at TB","4 out of 5 stars"
"118","Kendrick Bourne",SF,"WR47","vs. LAR","4 out of 5 stars"
"119","Rachaad White",TB,"RB30","vs. NE","2 out of 5 stars"
"120","Malik Washington",MIA,"WR48","vs. BUF","3 out of 5 stars"
"121","Dillon Gabriel",CLE,"QB29","at NYJ","3 out of 5 stars"
"122","Jacory Croskey-Merritt",WAS,"RB31","vs. DET","2 out of 5 stars"
"123","Cade Otton",TB,"TE15","vs. NE","3 out of 5 stars"
"124","Darnell Mooney",ATL,"WR49","at IND","3 out of 5 stars"
"125","Mark Andrews",BAL,"TE16","at MIN","3 out of 5 stars"
"126","Evan Engram",DEN,"TE17","vs. LV","3 out of 5 stars"
"127","Calvin Austin III",PIT,"WR50","at LAC","3 out of 5 stars"
"128","Dalton Schultz",HOU,"TE18","vs. JAC","4 out of 5 stars"
"129","Mason Taylor",NYJ,"TE19","vs. CLE","3 out of 5 stars"
"130","Keon Coleman",BUF,"WR51","at MIA","4 out of 5 stars"
"131","Nick Chubb",HOU,"RB32","vs. JAC","2 out of 5 stars"
"132","Rashod Bateman",BAL,"WR52","at MIN","3 out of 5 stars"
"133","T.J. Hockenson",MIN,"TE20","vs. BAL","4 out of 5 stars"
"134","Jerry Jeudy",CLE,"WR53","at NYJ","3 out of 5 stars"
"135","Matthew Golden",GB,"WR54","vs. PHI","2 out of 5 stars"
"136","David Njoku",CLE,"TE21","at NYJ","3 out of 5 stars"
"137","Jordan Mason",MIN,"RB33","vs. BAL","4 out of 5 stars"
"138","Christian Kirk",HOU,"WR55","vs. JAC","2 out of 5 stars"
"139","Isaiah Davis",NYJ,"RB34","vs. CLE","2 out of 5 stars"
"140","Zonovan Knight",ARI,"RB35","at SEA","2 out of 5 stars"
"141","Isaiah Likely",BAL,"TE22","at MIN","3 out of 5 stars"
"142","Jalen Coker",CAR,"WR56","vs. NO","4 out of 5 stars"
"143","Luke Musgrave",GB,"TE23","vs. PHI","2 out of 5 stars"
"144","Bhayshul Tuten",JAC,"RB36","at HOU","4 out of 5 stars"
"145","Juwan Johnson",NO,"TE24","at CAR","4 out of 5 stars"
"146","Michael Wilson",ARI,"WR57","at SEA","3 out of 5 stars"
"147","Xavier Legette",CAR,"WR58","vs. NO","4 out of 5 stars"
"148","Chuba Hubbard",CAR,"RB37","vs. NO","4 out of 5 stars"
"149","AJ Barner",SEA,"TE25","vs. ARI","3 out of 5 stars"
"150","Trey Benson",ARI,"RB38","at SEA","2 out of 5 stars"
"151","Dyami Brown",JAC,"WR59","at HOU","2 out of 5 stars"
"152","Davis Mills",HOU,"QB30","vs. JAC","3 out of 5 stars"
"153","Mack Hollins",NE,"WR60","at TB","2 out of 5 stars"
"154","Tyler Allgeier",ATL,"RB39","at IND","2 out of 5 stars"
"155","Jaylin Noel",HOU,"WR61","vs. JAC","2 out of 5 stars"
"156","DeAndre Hopkins",BAL,"WR62","at MIN","3 out of 5 stars"
"157","Xavier Hutchinson",HOU,"WR63","vs. JAC","2 out of 5 stars"
"158","Jayden Higgins",HOU,"WR64","vs. JAC","2 out of 5 stars"
"159","Blake Corum",LAR,"RB40","at SF","4 out of 5 stars"
"160","Kenneth Gainwell",PIT,"RB41","at LAC","3 out of 5 stars"
"161","Emanuel Wilson",GB,"RB42","vs. PHI","4 out of 5 stars"
"162","Devin Singletary",NYG,"RB43","at CHI","3 out of 5 stars"
"163","Ja'Tavion Sanders",CAR,"TE26","vs. NO","3 out of 5 stars"
"164","Pat Freiermuth",PIT,"TE27","at LAC","4 out of 5 stars"
"165","Taysom Hill",NO,"TE28","at CAR","4 out of 5 stars"
"166","Jeremy McNichols",WAS,"RB44","vs. DET","2 out of 5 stars"
"167","Jonnu Smith",PIT,"TE29","at LAC","4 out of 5 stars"
"168","Kyler Murray",ARI,"QB31","at SEA","3 out of 5 stars"
"169","Justice Hill",BAL,"RB45","at MIN","3 out of 5 stars"
"170","Elijah Arroyo",SEA,"TE30","vs. ARI","3 out of 5 stars"
"171","Emari Demercado",ARI,"RB46","at SEA","2 out of 5 stars"
"172","Terrell Jennings",NE,"RB47","at TB","4 out of 5 stars"
"173","Chris Godwin Jr.",TB,"WR65","vs. NE","4 out of 5 stars"
"174","Brian Robinson Jr.",SF,"RB48","vs. LAR","1 out of 5 stars"
"175","Tank Bigsby",PHI,"RB49","at GB","3 out of 5 stars"
"176","Ollie Gordon II",MIA,"RB50","vs. BUF","4 out of 5 stars"
"177","Keaton Mitchell",BAL,"RB51","at MIN","3 out of 5 stars"
"178","Woody Marks",HOU,"RB52","vs. JAC","2 out of 5 stars"
"179","Luke McCaffrey",WAS,"WR66","vs. DET","4 out of 5 stars"
"180","Sterling Shepard",TB,"WR67","vs. NE","4 out of 5 stars"
"181","Tyler Higbee",LAR,"TE31","at SF","2 out of 5 stars"
"182","Dylan Sampson",CLE,"RB53","at NYJ","4 out of 5 stars"
"183","Jalen Nailor",MIN,"WR68","vs. BAL","4 out of 5 stars"
"184","Hunter Long",JAC,"TE32","at HOU","2 out of 5 stars"
"185","Cedric Tillman",CLE,"WR69","at NYJ","3 out of 5 stars"
"186","Devin Neal",NO,"RB54","at CAR","4 out of 5 stars"
"187","Darnell Washington",PIT,"TE33","at LAC","4 out of 5 stars"
"188","Pat Bryant",DEN,"WR70","vs. LV","2 out of 5 stars"
"189","Michael Carter",ARI,"RB55","at SEA","2 out of 5 stars"
"190","Nick Westbrook-Ikhine",MIA,"WR71","vs. BUF","3 out of 5 stars"
"191","Rhamondre Stevenson",NE,"RB56","at TB","4 out of 5 stars"
"192","Dawson Knox",BUF,"TE34","at MIA","3 out of 5 stars"
"193","Ricky Pearsall",SF,"WR72","vs. LAR","4 out of 5 stars"
"194","Brandin Cooks",NO,"WR73","at CAR","2 out of 5 stars"
"195","Chris Moore",WAS,"WR74","vs. DET","4 out of 5 stars"
"196","Cooper Kupp",SEA,"WR75","vs. ARI","2 out of 5 stars"
"197","Cody White",SEA,"WR76","vs. ARI","2 out of 5 stars"
"198","Roman Wilson",PIT,"WR77","at LAC","3 out of 5 stars"
"199","Jaylin Lane",WAS,"WR78","vs. DET","4 out of 5 stars"
"200","Jahan Dotson",PHI,"WR79","at GB","3 out of 5 stars"
"201","Luther Burden III",CHI,"WR80","vs. NYG","3 out of 5 stars"
"202","Ty Johnson",BUF,"RB57","at MIA","4 out of 5 stars"
"203","Tyler Johnson",NYJ,"WR81","vs. CLE","4 out of 5 stars"
"204","Chris Rodriguez Jr.",WAS,"RB58","vs. DET","2 out of 5 stars"
"205","Isaiah Bond",CLE,"WR82","at NYJ","3 out of 5 stars"
"206","Tre Harris",LAC,"WR83","vs. PIT","2 out of 5 stars"
"207","Zay Jones",ARI,"WR84","at SEA","3 out of 5 stars"
"208","Jaret Patterson",LAC,"RB59","vs. PIT","3 out of 5 stars"
"209","Kayshon Boutte",NE,"WR85","at TB","2 out of 5 stars"
"210","Elijah Moore",BUF,"WR86","at MIA","4 out of 5 stars"
"211","Jerome Ford",CLE,"RB60","at NYJ","4 out of 5 stars"
"212","Michael Mayer",LV,"TE35","at DEN","3 out of 5 stars"
"213","Greg Dortch",ARI,"WR87","at SEA","3 out of 5 stars"
"214","Isaac TeSlaa",DET,"WR88","at WAS","4 out of 5 stars"
"215","Ray-Ray McCloud III",NYG,"WR89","at CHI","4 out of 5 stars"
"216","Jordan Whittington",LAR,"WR90","at SF","3 out of 5 stars"
"217","Ray Davis",BUF,"RB61","at MIA","4 out of 5 stars"
"218","Treylon Burks",WAS,"WR91","vs. DET","4 out of 5 stars"
"219","Arian Smith",NYJ,"WR92","vs. CLE","4 out of 5 stars"
"220","Jamari Thrash",CLE,"WR93","at NYJ","3 out of 5 stars"
"221","Brittain Brown",CHI,"RB62","vs. NYG","4 out of 5 stars"
"222","LeQuint Allen Jr.",JAC,"RB63","at HOU","4 out of 5 stars"
"223","Raheem Mostert",LV,"RB64","at DEN","3 out of 5 stars"
"224","Kameron Johnson",TB,"WR94","vs. NE","4 out of 5 stars"
"225","Curtis Samuel",BUF,"WR95","at MIA","4 out of 5 stars"
"226","Terry McLaurin",WAS,"WR96","vs. DET","4 out of 5 stars"
"227","Tyler Badie",DEN,"RB65","vs. LV","3 out of 5 stars"
"228","Kalif Raymond",DET,"WR97","at WAS","4 out of 5 stars"
"229","Demarcus Robinson",SF,"WR98","vs. LAR","4 out of 5 stars"
"230","Allen Lazard",NYJ,"WR99","vs. CLE","4 out of 5 stars"
"231","Kaleb Johnson",PIT,"RB66","at LAC","3 out of 5 stars"
"232","Zavier Scott",MIN,"RB67","vs. BAL","4 out of 5 stars"
"233","Ameer Abdullah",IND,"RB68","vs. ATL","3 out of 5 stars"
"234","Marvin Mims Jr.",DEN,"WR100","vs. LV","2 out of 5 stars"
"235","Chris Brooks",GB,"RB69","vs. PHI","4 out of 5 stars"
"236","Sean Tucker",TB,"RB70","vs. NE","2 out of 5 stars"
"237","Joshua Palmer",BUF,"WR101","at MIA","4 out of 5 stars"
"238","Davis Allen",LAR,"TE36","at SF","2 out of 5 stars"
"239","Jaylen Wright",MIA,"RB71","vs. BUF","4 out of 5 stars"
"240","Terrance Ferguson",LAR,"TE37","at SF","2 out of 5 stars"
"241","Will Shipley",PHI,"RB72","at GB","3 out of 5 stars"
"242","Greg Dulcich",MIA,"TE38","vs. BUF","3 out of 5 stars"
"243","Austin Hooper",NE,"TE39","at TB","4 out of 5 stars"
"244","Malik Heath",GB,"WR102","vs. PHI","2 out of 5 stars"
"245","Tommy Tremble",CAR,"TE40","vs. NO","3 out of 5 stars"
"246","David Sills V",ATL,"WR103","at IND","3 out of 5 stars"
"247","Tyler Goodson",IND,"RB73","vs. ATL","3 out of 5 stars"
"248","Kyle Williams",NE,"WR104","at TB","2 out of 5 stars"
"249","Charlie Kolar",BAL,"TE41","at MIN","3 out of 5 stars"
"250","Skyy Moore",SF,"WR105","vs. LAR","4 out of 5 stars"
"251","Xavier Smith",LAR,"WR106","at SF","3 out of 5 stars"
"252","Tyler Lockett",LV,"WR107","at DEN","2 out of 5 stars"
"253","Hunter Renfrow",CAR,"WR108","vs. NO","4 out of 5 stars"
"254","Tim Patrick",JAC,"WR109","at HOU","2 out of 5 stars"
"255","Austin Trammell",JAC,"WR110","at HOU","2 out of 5 stars"
"256","Tim Jones",JAC,"WR111","at HOU","2 out of 5 stars"
"257","Adam Trautman",DEN,"TE42","vs. LV","3 out of 5 stars"
"258","Isaiah Williams",NYJ,"WR112","vs. CLE","4 out of 5 stars"
"259","Cole Kmet",CHI,"TE43","vs. NYG","2 out of 5 stars"
"260","Dont'e Thornton Jr.",LV,"WR113","at DEN","2 out of 5 stars"
"261","DJ Giddens",IND,"RB74","vs. ATL","3 out of 5 stars"
"262","Dontayvion Wicks",GB,"WR114","vs. PHI","2 out of 5 stars"
"263","Jake Tonges",SF,"TE44","vs. LAR","2 out of 5 stars"
"264","Daniel Bellinger",NYG,"TE45","at CHI","3 out of 5 stars"
"265","Tyrell Shavers",BUF,"WR115","at MIA","4 out of 5 stars"
"266","Jackson Hawes",BUF,"TE46","at MIA","3 out of 5 stars"
"267","Brock Wright",DET,"TE47","at WAS","4 out of 5 stars"
"268","Lil'Jordan Humphrey",NYG,"WR116","at CHI","4 out of 5 stars"
"269","Jeremy Ruckert",NYJ,"TE48","vs. CLE","3 out of 5 stars"
"270","Casey Washington",ATL,"WR117","at IND","3 out of 5 stars"
"271","Adam Thielen",MIN,"WR118","vs. BAL","4 out of 5 stars"
"272","Kyle Juszczyk",SF,"RB75","vs. LAR","1 out of 5 stars"
"273","Adonai Mitchell",IND,"WR119","vs. ATL","4 out of 5 stars"
"274","Colby Parkinson",LAR,"TE49","at SF","2 out of 5 stars"
"275","Dylan Laube",LV,"RB76","at DEN","3 out of 5 stars"
"276","Julian Hill",MIA,"TE50","vs. BUF","3 out of 5 stars"
"277","Thomas Fidone II",NYG,"TE51","at CHI","3 out of 5 stars"
"278","Devaughn Vele",NO,"WR120","at CAR","2 out of 5 stars"
"279","Elijah Higgins",ARI,"TE52","at SEA","4 out of 5 stars"
"280","Devontez Walker",BAL,"WR121","at MIN","3 out of 5 stars"
"281","Zamir White",LV,"RB77","at DEN","3 out of 5 stars"
"282","Johnny Mundt",JAC,"TE53","at HOU","2 out of 5 stars"
"283","Jayden Reed",GB,"WR122","vs. PHI","2 out of 5 stars"
"284","Mitchell Evans",CAR,"TE54","vs. NO","3 out of 5 stars"
"285","MarShawn Lloyd",GB,"RB78","vs. PHI","4 out of 5 stars"
"286","Tanner Conner",MIA,"TE55","vs. BUF","3 out of 5 stars"
"287","Jimmy Horn Jr.",CAR,"WR123","vs. NO","4 out of 5 stars"
"288","Anthony Richardson Sr.",IND,"QB32","vs. ATL","3 out of 5 stars"
"289","Trevor Etienne",CAR,"RB79","vs. NO","4 out of 5 stars"
"290","Zach Wilson",MIA,"QB33","vs. BUF","2 out of 5 stars"
"291","Sam Howell",PHI,"QB34","at GB","2 out of 5 stars"
"292","Jalin Hyatt",NYG,"WR124","at CHI","4 out of 5 stars"
"293","Josh Oliver",MIN,"TE56","vs. BAL","4 out of 5 stars"
"294","A.J. Dillon",PHI,"RB80","at GB","3 out of 5 stars"
"295","Will Dissly",LAC,"TE57","vs. PIT","3 out of 5 stars"
"296","Roschon Johnson",CHI,"RB81","vs. NYG","4 out of 5 stars"
"297","Foster Moreau",NO,"TE58","at CAR","4 out of 5 stars"
"298","Jack Bech",LV,"WR125","at DEN","2 out of 5 stars"
"299","Tyler Conklin",LAC,"TE59","vs. PIT","3 out of 5 stars"
"300","Brandon Aiyuk",SF,"WR126","vs. LAR","4 out of 5 stars"
"301","Spencer Rattler",NO,"QB35","at CAR","3 out of 5 stars"
"302","Tyrod Taylor",NYJ,"QB36","vs. CLE","2 out of 5 stars"
"303","Kenny Pickett",LV,"QB37","at DEN","1 out of 5 stars"
"304","Tyler Huntley",BAL,"QB38","at MIN","5 out of 5 stars"
"305","Quinn Ewers",MIA,"QB39","vs. BUF","2 out of 5 stars"
"306","Malik Willis",GB,"QB40","vs. PHI","2 out of 5 stars"
"307","Jalen Milroe",SEA,"QB41","vs. ARI","2 out of 5 stars"
"308","Joshua Dobbs",NE,"QB42","at TB","2 out of 5 stars"
"309","Russell Wilson",NYG,"QB43","at CHI","5 out of 5 stars"
"310","Andy Dalton",CAR,"QB44","vs. NO","3 out of 5 stars"
"311","Jimmy Garoppolo",LAR,"QB45","at SF","4 out of 5 stars"
"312","Mason Rudolph",PIT,"QB46","at LAC","2 out of 5 stars"
"313","Shedeur Sanders",CLE,"QB47","at NYJ","3 out of 5 stars"
"314","Mitchell Trubisky",BUF,"QB48","at MIA","5 out of 5 stars"
"315","Trey Lance",LAC,"QB49","vs. PIT","3 out of 5 stars"
"316","Kirk Cousins",ATL,"QB50","at IND","4 out of 5 stars"
"317","Drew Lock",SEA,"QB51","vs. ARI","2 out of 5 stars"
"318","Teddy Bridgewater",TB,"QB52","vs. NE","4 out of 5 stars"
"319","Max Brosmer",MIN,"QB53","vs. BAL","4 out of 5 stars"
"320","Tyson Bagent",CHI,"QB54","vs. NYG","3 out of 5 stars"
"321","Nick Mullens",JAC,"QB55","at HOU","2 out of 5 stars"
"322","Jarrett Stidham",DEN,"QB56","vs. LV","2 out of 5 stars"
"323","Kyle Allen",DET,"QB57","at WAS","5 out of 5 stars"
"324","Cooper Rush",BAL,"QB58","at MIN","5 out of 5 stars"
"325","Jameis Winston",NYG,"QB59","at CHI","5 out of 5 stars"
"326","Will Howard",PIT,"QB60","at LAC","2 out of 5 stars"
