"RK","PLAYER NAME",TEAM,"POS","OPP","MATCHUP "
"121","Nick Chubb",HOU,"RB30","at BAL","4 out of 5 stars"
"122","David Njoku",CLE,"TE16","vs. MIN","2 out of 5 stars"
"123","Ricky Pearsall",SF,"WR51","at LAR","4 out of 5 stars"
"124","Theo Johnson",NYG,"TE17","at NO","3 out of 5 stars"
"125","Isiah Pacheco",KC,"RB31","at JAC","4 out of 5 stars"
"126","Chig Okonkwo",TEN,"TE18","at ARI","4 out of 5 stars"
"127","Sterling Shepard",TB,"WR52","at SEA","3 out of 5 stars"
"128","Darren Waller",MIA,"TE19","at CAR","4 out of 5 stars"
"129","Marvin Mims Jr.",DEN,"WR53","at PHI","2 out of 5 stars"
"130","Jacory Croskey-Merritt",WAS,"RB32","at LAC","2 out of 5 stars"
"131","Rachaad White",TB,"RB33","at SEA","2 out of 5 stars"
"132","Kareem Hunt",KC,"RB34","at JAC","4 out of 5 stars"
"133","Tyquan Thornton",KC,"WR54","at JAC","4 out of 5 stars"
"134","Rashod Bateman",BAL,"WR55","vs. HOU","2 out of 5 stars"
"135","Dalton Schultz",HOU,"TE20","at BAL","4 out of 5 stars"
"136","RJ Harvey",DEN,"RB35","at PHI","3 out of 5 stars"
"137","KaVontae Turpin",DAL,"WR56","at NYJ","3 out of 5 stars"
"138","Hunter Renfrow",CAR,"WR57","vs. MIA","3 out of 5 stars"
"139","Mason Taylor",NYJ,"TE21","vs. DAL","3 out of 5 stars"
"140","Jalen Tolbert",DAL,"WR58","at NYJ","3 out of 5 stars"
"141","Terry McLaurin",WAS,"WR59","at LAC","2 out of 5 stars"
"142","Justice Hill",BAL,"RB36","vs. HOU","4 out of 5 stars"
"143","Joe Flacco",CLE,"QB27","vs. MIN","2 out of 5 stars"
"144","Jake Tonges",SF,"TE22","at LAR","3 out of 5 stars"
"145","Joshua Palmer",BUF,"WR60","vs. NE","4 out of 5 stars"
"146","AJ Barner",SEA,"TE23","vs. TB","4 out of 5 stars"
"147","JuJu Smith-Schuster",KC,"WR61","at JAC","4 out of 5 stars"
"148","Luke McCaffrey",WAS,"WR62","at LAC","2 out of 5 stars"
"149","Bhayshul Tuten",JAC,"RB37","vs. KC","3 out of 5 stars"
"150","Michael Wilson",ARI,"WR63","vs. TEN","3 out of 5 stars"
"151","Lamar Jackson",BAL,"QB28","vs. HOU","2 out of 5 stars"
"152","DeAndre Hopkins",BAL,"WR64","vs. HOU","2 out of 5 stars"
"153","Kendrick Bourne",SF,"WR65","at LAR","4 out of 5 stars"
"154","Evan Engram",DEN,"TE24","at PHI","2 out of 5 stars"
"155","Chris Rodriguez Jr.",WAS,"RB38","at LAC","2 out of 5 stars"
"156","Parker Washington",JAC,"WR66","vs. KC","3 out of 5 stars"
"157","Isaiah Bond",CLE,"WR67","vs. MIN","3 out of 5 stars"
"158","Ollie Gordon II",MIA,"RB39","at CAR","4 out of 5 stars"
"159","Oronde Gadsden II",LAC,"TE25","vs. WAS","4 out of 5 stars"
"160","DeMario Douglas",NE,"WR68","at BUF","3 out of 5 stars"
"161","Kendre Miller",NO,"RB40","vs. NYG","5 out of 5 stars"
"162","Cade Otton",TB,"TE26","at SEA","3 out of 5 stars"
"163","Emari Demercado",ARI,"RB41","vs. TEN","4 out of 5 stars"
"164","Adonai Mitchell",IND,"WR69","vs. LV","4 out of 5 stars"
"165","Rico Dowdle",CAR,"RB42","vs. MIA","3 out of 5 stars"
"166","Blake Corum",LAR,"RB43","vs. SF","2 out of 5 stars"
"167","Mike Gesicki",CIN,"TE27","vs. DET","3 out of 5 stars"
"168","Cooper Rush",BAL,"QB29","vs. HOU","2 out of 5 stars"
"169","Jeremy McNichols",WAS,"RB44","at LAC","2 out of 5 stars"
"170","Tommy Tremble",CAR,"TE28","vs. MIA","3 out of 5 stars"
"171","Devin Singletary",NYG,"RB45","at NO","4 out of 5 stars"
"172","Jayden Higgins",HOU,"WR70","at BAL","2 out of 5 stars"
"173","Xavier Hutchinson",HOU,"WR71","at BAL","2 out of 5 stars"
"174","Brian Robinson Jr.",SF,"RB46","at LAR","2 out of 5 stars"
"175","Brandin Cooks",NO,"WR72","vs. NYG","3 out of 5 stars"
"176","Jaylin Lane",WAS,"WR73","at LAC","2 out of 5 stars"
"177","Dont'e Thornton Jr.",LV,"WR74","at IND","4 out of 5 stars"
"178","Tyler Higbee",LAR,"TE29","vs. SF","2 out of 5 stars"
"179","Jalen Nailor",MIN,"WR75","at CLE","3 out of 5 stars"
"180","Dyami Brown",JAC,"WR76","vs. KC","3 out of 5 stars"
"181","Jerome Ford",CLE,"RB47","vs. MIN","4 out of 5 stars"
"182","Isaiah Likely",BAL,"TE30","vs. HOU","3 out of 5 stars"
"183","Isaac TeSlaa",DET,"WR77","at CIN","4 out of 5 stars"
"184","Adam Thielen",MIN,"WR78","at CLE","3 out of 5 stars"
"185","Tyler Lockett",TEN,"WR79","at ARI","2 out of 5 stars"
"186","Elijah Arroyo",SEA,"TE31","vs. TB","4 out of 5 stars"
"187","Zavier Scott",MIN,"RB48","at CLE","2 out of 5 stars"
"188","Antonio Gibson",NE,"RB49","at BUF","4 out of 5 stars"
"189","Noah Gray",KC,"TE32","at JAC","2 out of 5 stars"
"190","Miles Sanders",DAL,"RB50","at NYJ","2 out of 5 stars"
"191","Mack Hollins",NE,"WR80","at BUF","3 out of 5 stars"
"192","Brashard Smith",KC,"RB51","at JAC","4 out of 5 stars"
"193","Austin Hooper",NE,"TE33","at BUF","4 out of 5 stars"
"194","Elijah Moore",BUF,"WR81","vs. NE","4 out of 5 stars"
"195","Demarcus Robinson",SF,"WR82","at LAR","4 out of 5 stars"
"196","Jahan Dotson",PHI,"WR83","vs. DEN","2 out of 5 stars"
"197","Andrei Iosivas",CIN,"WR84","vs. DET","4 out of 5 stars"
"198","Tutu Atwell",LAR,"WR85","vs. SF","3 out of 5 stars"
"199","Luke Farrell",SF,"TE34","at LAR","3 out of 5 stars"
"200","Jordan Whittington",LAR,"WR86","vs. SF","3 out of 5 stars"
"201","Dawson Knox",BUF,"TE35","vs. NE","3 out of 5 stars"
"202","Marcus Mariota",WAS,"QB30","at LAC","2 out of 5 stars"
"203","Ty Johnson",BUF,"RB52","vs. NE","3 out of 5 stars"
"204","Isaiah Davis",NYJ,"RB53","vs. DAL","4 out of 5 stars"
"205","Dylan Sampson",CLE,"RB54","vs. MIN","4 out of 5 stars"
"206","Greg Dortch",ARI,"WR87","vs. TEN","3 out of 5 stars"
"207","Ray Davis",BUF,"RB55","vs. NE","3 out of 5 stars"
"208","Alec Pierce",IND,"WR88","vs. LV","4 out of 5 stars"
"209","Dillon Gabriel",CLE,"QB31","vs. MIN","2 out of 5 stars"
"210","Brycen Tremayne",CAR,"WR89","vs. MIA","3 out of 5 stars"
"211","Samaje Perine",CIN,"RB56","vs. DET","3 out of 5 stars"
"212","Nick Westbrook-Ikhine",MIA,"WR90","at CAR","3 out of 5 stars"
"213","Chimere Dike",TEN,"WR91","at ARI","2 out of 5 stars"
"214","Kalif Raymond",DET,"WR92","at CIN","4 out of 5 stars"
"215","LeQuint Allen Jr.",JAC,"RB57","vs. KC","3 out of 5 stars"
"216","DJ Giddens",IND,"RB58","vs. LV","2 out of 5 stars"
"217","Pat Bryant",DEN,"WR93","at PHI","2 out of 5 stars"
"218","Chris Moore",WAS,"WR94","at LAC","2 out of 5 stars"
"219","Raheem Mostert",LV,"RB59","at IND","2 out of 5 stars"
"220","Jaylin Noel",HOU,"WR95","at BAL","2 out of 5 stars"
"221","Kyle Williams",NE,"WR96","at BUF","3 out of 5 stars"
"222","Devontez Walker",BAL,"WR97","vs. HOU","2 out of 5 stars"
"223","Julius Chestnut",TEN,"RB60","at ARI","3 out of 5 stars"
"224","Tyler Badie",DEN,"RB61","at PHI","3 out of 5 stars"
"225","A.J. Dillon",PHI,"RB62","vs. DEN","4 out of 5 stars"
"226","Allen Lazard",NYJ,"WR98","vs. DAL","4 out of 5 stars"
"227","Zamir White",LV,"RB63","at IND","2 out of 5 stars"
"228","Tre Harris",LAC,"WR99","vs. WAS","4 out of 5 stars"
"229","Hassan Haskins",LAC,"RB64","vs. WAS","2 out of 5 stars"
"230","Devaughn Vele",NO,"WR100","vs. NYG","3 out of 5 stars"
"231","Ryan Flournoy",DAL,"WR101","at NYJ","3 out of 5 stars"
"232","Tyrod Taylor",NYJ,"QB32","vs. DAL","5 out of 5 stars"
"233","Trevor Etienne",CAR,"RB65","vs. MIA","3 out of 5 stars"
"234","Cam Akers",MIN,"RB66","at CLE","2 out of 5 stars"
"235","Will Shipley",PHI,"RB67","vs. DEN","4 out of 5 stars"
"236","Tyjae Spears",TEN,"RB68","at ARI","3 out of 5 stars"
"237","Kyle Juszczyk",SF,"RB69","at LAR","2 out of 5 stars"
"238","Mac Jones",SF,"QB33","at LAR","3 out of 5 stars"
"239","Tahj Brooks",CIN,"RB70","vs. DET","3 out of 5 stars"
"240","Xavier Legette",CAR,"WR102","vs. MIA","3 out of 5 stars"
"241","Josh Reynolds",NYJ,"WR103","vs. DAL","4 out of 5 stars"
"242","Kimani Vidal",LAC,"RB71","vs. WAS","2 out of 5 stars"
"243","Dylan Laube",LV,"RB72","at IND","2 out of 5 stars"
"244","Sean Tucker",TB,"RB73","at SEA","2 out of 5 stars"
"245","Dare Ogunbowale",HOU,"RB74","at BAL","4 out of 5 stars"
"246","Curtis Samuel",BUF,"WR104","vs. NE","4 out of 5 stars"
"247","Tylan Wallace",BAL,"WR105","vs. HOU","2 out of 5 stars"
"248","Ja'Tavion Sanders",CAR,"TE36","vs. MIA","3 out of 5 stars"
"249","Tyler Conklin",LAC,"TE37","vs. WAS","4 out of 5 stars"
"250","Adam Trautman",DEN,"TE38","at PHI","2 out of 5 stars"
"251","Van Jefferson",TEN,"WR106","at ARI","2 out of 5 stars"
"252","Tyler Shough",NO,"QB34","vs. NYG","3 out of 5 stars"
"253","Alec Ingold",MIA,"RB75","at CAR","4 out of 5 stars"
"254","Jalin Hyatt",NYG,"WR107","at NO","4 out of 5 stars"
"255","Tank Bigsby",PHI,"RB76","vs. DEN","4 out of 5 stars"
"256","Isaac Guerendo",SF,"RB77","at LAR","2 out of 5 stars"
"257","CeeDee Lamb",DAL,"WR108","at NYJ","3 out of 5 stars"
"258","George Holani",SEA,"RB78","vs. TB","2 out of 5 stars"
"259","Jalen Milroe",SEA,"QB35","vs. TB","4 out of 5 stars"
"260","Jack Bech",LV,"WR109","at IND","4 out of 5 stars"
"261","Arian Smith",NYJ,"WR110","vs. DAL","4 out of 5 stars"
"262","Davis Allen",LAR,"TE39","vs. SF","2 out of 5 stars"
"263","Jaleel McLaughlin",DEN,"RB79","at PHI","3 out of 5 stars"
"264","Jamari Thrash",CLE,"WR111","vs. MIN","3 out of 5 stars"
"265","Skyy Moore",SF,"WR112","at LAR","4 out of 5 stars"
"266","Tyler Johnson",NYJ,"WR113","vs. DAL","4 out of 5 stars"
"267","Tez Johnson",TB,"WR114","at SEA","3 out of 5 stars"
"268","Jaydon Blue",DAL,"RB80","at NYJ","2 out of 5 stars"
"269","Tyler Goodson",IND,"RB81","vs. LV","2 out of 5 stars"
"270","Noah Brown",WAS,"WR115","at LAC","2 out of 5 stars"
"271","Gunnar Helm",TEN,"TE40","at ARI","4 out of 5 stars"
"272","Jarquez Hunter",LAR,"RB82","vs. SF","2 out of 5 stars"
"273","Jaylen Wright",MIA,"RB83","at CAR","4 out of 5 stars"
"274","Jimmy Horn Jr.",CAR,"WR116","vs. MIA","3 out of 5 stars"
"275","Hunter Luepke",DAL,"RB84","at NYJ","2 out of 5 stars"
"276","Zonovan Knight",ARI,"RB85","vs. TEN","4 out of 5 stars"
"277","Russell Wilson",NYG,"QB36","at NO","4 out of 5 stars"
"278","Zach Wilson",MIA,"QB37","at CAR","3 out of 5 stars"
"279","Trent Sherfield Sr.",DEN,"WR117","at PHI","2 out of 5 stars"
"280","Elijah Higgins",ARI,"TE41","vs. TEN","3 out of 5 stars"
"281","Beaux Collins",NYG,"WR118","at NO","4 out of 5 stars"
"282","Donovan Edwards",WAS,"RB86","at LAC","2 out of 5 stars"
"283","Sincere McCormick",SF,"RB87","at LAR","2 out of 5 stars"
"284","Jackson Hawes",BUF,"TE42","vs. NE","3 out of 5 stars"
"285","Tanner Conner",MIA,"TE43","at CAR","4 out of 5 stars"
"286","Mitchell Trubisky",BUF,"QB38","vs. NE","4 out of 5 stars"
"287","Noah Fant",CIN,"TE44","vs. DET","3 out of 5 stars"
"288","Mitchell Evans",CAR,"TE45","vs. MIA","3 out of 5 stars"
"289","Tyrone Tracy Jr.",NYG,"RB88","at NO","4 out of 5 stars"
"290","Devin Neal",NO,"RB89","vs. NYG","5 out of 5 stars"
"291","Michael Carter",ARI,"RB90","vs. TEN","4 out of 5 stars"
"292","Audric Estime",PHI,"RB91","vs. DEN","4 out of 5 stars"
"293","Julian Hill",MIA,"TE46","at CAR","4 out of 5 stars"
"294","Craig Reynolds",DET,"RB92","at CIN","3 out of 5 stars"
"295","Ben Sinnott",WAS,"TE47","at LAC","4 out of 5 stars"
"296","Luke Schoonmaker",DAL,"TE48","at NYJ","3 out of 5 stars"
"297","Rasheen Ali",BAL,"RB93","vs. HOU","4 out of 5 stars"
"298","Dante Miller",NYG,"RB94","at NO","4 out of 5 stars"
"299","Andy Dalton",CAR,"QB39","vs. MIA","5 out of 5 stars"
"300","Dameon Pierce",HOU,"RB95","at BAL","4 out of 5 stars"
"301","Ja'Quinden Jackson",JAC,"RB96","vs. KC","3 out of 5 stars"
"302","Drew Sample",CIN,"TE49","vs. DET","3 out of 5 stars"
"303","D'Ernest Johnson",ARI,"RB97","vs. TEN","4 out of 5 stars"
"304","David Moore",CAR,"WR119","vs. MIA","3 out of 5 stars"
"305","Russell Gage Jr.",SF,"WR120","at LAR","4 out of 5 stars"
"306","KeAndre Lambert-Smith",LAC,"WR121","vs. WAS","4 out of 5 stars"
"307","Marquez Valdes-Scantling",SF,"WR122","at LAR","4 out of 5 stars"
"308","Hunter Long",JAC,"TE50","vs. KC","2 out of 5 stars"
"309","Elijah Mitchell",KC,"RB98","at JAC","4 out of 5 stars"
"310","Keaton Mitchell",BAL,"RB99","vs. HOU","4 out of 5 stars"
"311","Tim Patrick",JAC,"WR123","vs. KC","3 out of 5 stars"
"312","Anthony Richardson Sr.",IND,"QB40","vs. LV","1 out of 5 stars"
"313","Javon Baker",PHI,"WR124","vs. DEN","2 out of 5 stars"
"314","John Metchie III",PHI,"WR125","vs. DEN","2 out of 5 stars"
"315","Tai Felton",MIN,"WR126","at CLE","3 out of 5 stars"
"316","Jimmy Garoppolo",LAR,"QB41","vs. SF","2 out of 5 stars"
"317","Xavier Restrepo",TEN,"WR127","at ARI","2 out of 5 stars"
"318","Zay Jones",ARI,"WR128","vs. TEN","3 out of 5 stars"
"319","Lucas Krull",DEN,"TE51","at PHI","2 out of 5 stars"
"320","Jeremy Ruckert",NYJ,"TE52","vs. DAL","3 out of 5 stars"
"321","Brock Wright",DET,"TE53","at CIN","3 out of 5 stars"
"322","Kylen Granson",PHI,"TE54","vs. DEN","4 out of 5 stars"
"323","Charlie Kolar",BAL,"TE55","vs. HOU","3 out of 5 stars"
"324","Harrison Bryant",HOU,"TE56","at BAL","4 out of 5 stars"
"325","Josh Oliver",MIN,"TE57","at CLE","3 out of 5 stars"
"326","Stone Smartt",NYJ,"TE58","vs. DAL","3 out of 5 stars"
"327","Grant Calcaterra",PHI,"TE59","vs. DEN","4 out of 5 stars"
"328","Joe Milton III",DAL,"QB42","at NYJ","2 out of 5 stars"
"329","Hendon Hooker",CAR,"QB43","vs. MIA","5 out of 5 stars"
"330","Joshua Dobbs",NE,"QB44","at BUF","3 out of 5 stars"
"331","Tanner McKee",PHI,"QB45","vs. DEN","2 out of 5 stars"
"332","Adam Prentice",DEN,"RB100","at PHI","3 out of 5 stars"
"333","Blaine Gabbert",FA,"QB46","-","-"
"334","Taylor Heinicke",FA,"QB47","-","-"
"335","Desmond Ridder",MIN,"QB48","at CLE","2 out of 5 stars"
"336","Aidan O'Connell",LV,"QB49","at IND","4 out of 5 stars"
"337","Jarrett Stidham",DEN,"QB50","at PHI","2 out of 5 stars"
"338","Nick Mullens",JAC,"QB51","vs. KC","2 out of 5 stars"
"339","Kyle Trask",FA,"QB52","-","-"
"340","Brandon Allen",TEN,"QB53","at ARI","3 out of 5 stars"
"341","Trey Lance",LAC,"QB54","vs. WAS","4 out of 5 stars"
"342","Brett Rypien",CIN,"QB55","vs. DET","3 out of 5 stars"
"343","Davis Mills",HOU,"QB56","at BAL","4 out of 5 stars"
"344","Shedeur Sanders",CLE,"QB57","vs. MIN","2 out of 5 stars"
"345","Caleb Williams",CHI,"QB58","-","-"
"346","Jordan Love",GB,"QB59","-","-"
"347","Michael Penix Jr.",ATL,"QB60","-","-"
"348","Aaron Rodgers",PIT,"QB61","-","-"
"349","Malik Willis",GB,"QB62","-","-"
"350","Tyson Bagent",CHI,"QB63","-","-"
"351","Mason Rudolph",PIT,"QB64","-","-"
"352","Kirk Cousins",ATL,"QB65","-","-"
"353","Kurtis Rourke",SF,"QB66","at LAR","3 out of 5 stars"
"354","J.J. McCarthy",MIN,"QB67","at CLE","2 out of 5 stars"
"355","Collin Hill",FA,"QB68","-","-"
"356","Quinn Ewers",MIA,"QB69","at CAR","3 out of 5 stars"
"357","Devin Leary",FA,"QB70","-","-"
"358","Will Howard",PIT,"QB71","-","-"
"359","Max Brosmer",MIN,"QB72","at CLE","2 out of 5 stars"
"360","Michael Pratt",FA,"QB73","-","-"
